Date,Product,Category,Quantity,Price_per_unit,Total_value,Region,Costs
2024-07-26,Web Camera,Peripherals,1,132,132,Phoenix,89
2024-07-26,Motherboard,Components,6,243,1458,Chicago,900
2024-07-27,SSD,Equipment,3,283,849,Los Angeles,561
2024-07-27,Hard disc,Equipment,8,227,1816,Los Angeles,1232
2024-07-27,SSD,Equipment,2,265,530,Houston,352
2024-07-27,Power Supply,Components,2,51,102,Phoenix,62
2024-07-27,Keyboard,Peripherals,9,209,1881,Los Angeles,1188
2024-07-27,Web Camera,Peripherals,4,84,336,Phoenix,224
2024-07-27,Power Supply,Components,7,158,1106,Houston,728
2024-07-27,Web Camera,Peripherals,6,164,984,Los Angeles,648
2024-07-28,Graphic Card,Components,10,1069,10690,San Antonio,7060
2024-07-28,Processor,Components,2,859,1718,Houston,1126
2024-07-28,Graphic Card,Components,7,560,3920,Philadelphia,2646
2024-07-28,Graphic Card,Components,9,804,7236,Phoenix,4509
2024-07-28,Processor,Components,10,823,8230,Los Angeles,5170
2024-07-28,Motherboard,Components,10,414,4140,New York,2760
2024-07-28,Motherboard,Components,10,201,2010,Chicago,1220
2024-07-28,Laptop,Computers,2,654,1308,Chicago,908
2024-07-28,Monitor,Components,9,579,5211,Phoenix,3240
2024-07-28,Case,Components,3,71,213,Chicago,132
2024-07-29,Mouse,Peripherals,7,92,644,Houston,420
2024-07-29,Graphic Card,Components,8,447,3576,San Diego,2264
2024-07-29,Laptop,Computers,9,715,6435,Los Angeles,3960
2024-07-29,Keyboard,Peripherals,5,111,555,Philadelphia,355
2024-07-29,Mouse,Peripherals,5,86,430,Houston,285
2024-07-29,RAM memory,Components,6,228,1368,Chicago,858
2024-07-30,Case,Components,10,57,570,New York,370
2024-07-30,Hard disc,Equipment,9,75,675,Phoenix,423
2024-07-30,Motherboard,Components,5,393,1965,Houston,1175
2024-07-30,Power Supply,Components,4,87,348,San Antonio,208
2024-07-31,Keyboard,Peripherals,3,36,108,San Antonio,69
2024-07-31,Graphic Card,Components,3,322,966,San Antonio,615
2024-07-31,Headphones,Peripherals,1,372,372,Chicago,240
2024-07-31,Laptop,Computers,1,666,666,Phoenix,402
2024-07-31,Motherboard,Components,8,123,984,Los Angeles,592
2024-07-31,SSD,Equipment,1,288,288,New York,190
2024-07-31,Mouse,Peripherals,4,96,384,Houston,232
2024-08-01,SSD,Equipment,10,402,4020,San Antonio,2630
2024-08-01,Keyboard,Peripherals,8,191,1528,Los Angeles,952
2024-08-01,Power Supply,Components,2,134,268,Phoenix,174
2024-08-01,USB drive,Equipment,10,33,330,San Diego,220
2024-08-01,RAM memory,Components,8,136,1088,San Diego,720
2024-08-02,Processor,Components,3,374,1122,San Antonio,690
2024-08-02,Power Supply,Components,1,177,177,Phoenix,120
2024-08-02,RAM memory,Components,1,183,183,San Diego,113
2024-08-02,Case,Components,8,41,328,Los Angeles,200
2024-08-02,Hard disc,Equipment,6,250,1500,Chicago,954
2024-08-02,Keyboard,Peripherals,4,190,760,Philadelphia,512
2024-08-03,Case,Components,5,57,285,Phoenix,185
2024-08-03,Headphones,Peripherals,2,217,434,Phoenix,274
2024-08-03,USB drive,Equipment,5,58,290,Chicago,200
2024-08-03,Power Supply,Components,7,188,1316,Chicago,833
2024-08-04,USB drive,Equipment,8,20,160,Houston,104
2024-08-04,SSD,Equipment,8,291,2328,Houston,1528
2024-08-04,Laptop,Computers,3,1733,5199,Houston,3282
2024-08-04,SSD,Equipment,7,216,1512,San Diego,910
2024-08-04,Graphic Card,Components,2,986,1972,San Diego,1238
2024-08-04,Laptop,Computers,10,1278,12780,Philadelphia,7740
2024-08-05,Mouse,Peripherals,3,37,111,San Antonio,69
2024-08-05,RAM memory,Components,8,226,1808,Chicago,1256
2024-08-05,Mouse,Peripherals,3,96,288,San Diego,174
2024-08-05,Laptop,Computers,10,1380,13800,Los Angeles,9460
2024-08-06,SSD,Equipment,4,265,1060,Los Angeles,692
2024-08-06,Hard disc,Equipment,7,260,1820,New York,1239
2024-08-06,Keyboard,Peripherals,3,159,477,Phoenix,309
2024-08-06,Power Supply,Components,7,63,441,Los Angeles,273
2024-08-06,Processor,Components,3,771,2313,San Antonio,1560
2024-08-07,USB drive,Equipment,3,95,285,Philadelphia,189
2024-08-07,USB drive,Equipment,8,82,656,Phoenix,392
2024-08-07,Power Supply,Components,8,178,1424,Chicago,904
2024-08-07,Monitor,Components,1,173,173,Houston,119
2024-08-08,Motherboard,Components,4,213,852,Houston,564
2024-08-08,SSD,Equipment,5,443,2215,Chicago,1375
2024-08-08,Web Camera,Peripherals,2,114,228,Phoenix,156
2024-08-08,Headphones,Peripherals,1,317,317,Philadelphia,195
2024-08-08,RAM memory,Components,5,248,1240,San Diego,795
2024-08-08,SSD,Equipment,8,158,1264,New York,760
2024-08-08,Mouse,Peripherals,8,144,1152,Chicago,736
2024-08-08,USB drive,Equipment,1,26,26,Philadelphia,18
2024-08-08,Monitor,Components,10,159,1590,San Diego,1090
2024-08-08,Web Camera,Peripherals,8,89,712,Phoenix,480
2024-08-08,Web Camera,Peripherals,3,68,204,Philadelphia,138
2024-08-08,Monitor,Components,7,785,5495,San Diego,3514
2024-08-08,Laptop,Computers,7,1886,13202,Houston,7980
2024-08-08,USB drive,Equipment,4,62,248,San Diego,148
2024-08-09,Laptop,Computers,5,1778,8890,San Diego,5355
2024-08-09,Mouse,Peripherals,8,45,360,Houston,240
2024-08-09,Keyboard,Peripherals,9,95,855,San Diego,540
2024-08-09,Case,Components,4,90,360,San Antonio,224
2024-08-09,SSD,Equipment,5,365,1825,Phoenix,1190
2024-08-09,SSD,Equipment,3,164,492,San Diego,309
2024-08-09,Web Camera,Peripherals,10,128,1280,Philadelphia,830
2024-08-09,Graphic Card,Components,7,1400,9800,Los Angeles,6412
2024-08-09,Web Camera,Peripherals,3,130,390,New York,270
2024-08-09,Web Camera,Peripherals,8,107,856,New York,560
2024-08-09,Keyboard,Peripherals,1,72,72,Chicago,45
2024-08-09,Laptop,Computers,5,1460,7300,Houston,4930
2024-08-10,Case,Components,7,117,819,Philadelphia,553
2024-08-10,Graphic Card,Components,3,575,1725,New York,1143
2024-08-10,Keyboard,Peripherals,4,241,964,Los Angeles,644
2024-08-10,Keyboard,Peripherals,9,123,1107,Phoenix,702
2024-08-10,USB drive,Equipment,7,47,329,New York,196
2024-08-10,Case,Components,1,83,83,New York,57
2024-08-10,Monitor,Components,9,240,2160,Philadelphia,1386
2024-08-10,Laptop,Computers,5,1279,6395,San Diego,3960
2024-08-11,SSD,Equipment,7,431,3017,San Diego,1946
2024-08-11,Power Supply,Components,4,116,464,San Diego,296
2024-08-11,Laptop,Computers,9,1105,9945,Phoenix,6381
2024-08-11,Motherboard,Components,5,112,560,Houston,385
2024-08-11,Motherboard,Components,4,177,708,San Diego,452
2024-08-12,RAM memory,Components,9,248,2232,Phoenix,1485
2024-08-12,Processor,Components,7,606,4242,Houston,2940
2024-08-12,USB drive,Equipment,7,48,336,Chicago,224
2024-08-12,Headphones,Peripherals,4,83,332,Phoenix,216
2024-08-12,USB drive,Equipment,8,10,80,Phoenix,48
2024-08-12,Processor,Components,6,610,3660,Phoenix,2304
2024-08-12,Mouse,Peripherals,3,116,348,San Antonio,240
2024-08-12,Laptop,Computers,5,1627,8135,Chicago,5420
2024-08-12,Motherboard,Components,3,123,369,Philadelphia,225
2024-08-13,Laptop,Computers,3,1463,4389,San Diego,2859
2024-08-13,Graphic Card,Components,9,657,5913,Phoenix,4122
2024-08-13,SSD,Equipment,9,496,4464,Philadelphia,3006
2024-08-13,Keyboard,Peripherals,4,227,908,Phoenix,556
2024-08-13,Case,Components,1,114,114,Phoenix,69
2024-08-13,Hard disc,Equipment,4,219,876,San Diego,608
2024-08-13,Power Supply,Components,2,52,104,Phoenix,70
2024-08-13,Keyboard,Peripherals,10,60,600,Houston,410
2024-08-14,Mouse,Peripherals,9,67,603,Houston,378
2024-08-14,RAM memory,Components,7,142,994,Los Angeles,616
2024-08-14,Keyboard,Peripherals,5,168,840,Los Angeles,575
2024-08-14,Processor,Components,2,350,700,Los Angeles,452
2024-08-14,Motherboard,Components,6,457,2742,Chicago,1698
2024-08-14,Graphic Card,Components,6,785,4710,Chicago,2964
2024-08-14,Motherboard,Components,8,412,3296,Los Angeles,2208
2024-08-14,Web Camera,Peripherals,7,85,595,Los Angeles,406
2024-08-14,Monitor,Components,2,196,392,Phoenix,260
2024-08-15,Laptop,Computers,4,1240,4960,San Antonio,2980
2024-08-15,Web Camera,Peripherals,1,86,86,Phoenix,59
2024-08-15,Processor,Components,10,878,8780,New York,5840
2024-08-15,Graphic Card,Components,1,467,467,Philadelphia,299
2024-08-15,Mouse,Peripherals,10,106,1060,San Diego,660
2024-08-16,Mouse,Peripherals,5,82,410,New York,285
2024-08-16,Motherboard,Components,2,469,938,San Antonio,578
2024-08-16,USB drive,Equipment,9,98,882,San Antonio,585
2024-08-16,Mouse,Peripherals,5,100,500,San Diego,345
2024-08-16,Web Camera,Peripherals,1,191,191,New York,128
2024-08-16,Power Supply,Components,2,148,296,Chicago,194
2024-08-16,USB drive,Equipment,10,41,410,Los Angeles,250
2024-08-16,Graphic Card,Components,6,1252,7512,Houston,4836
2024-08-16,Web Camera,Peripherals,6,91,546,Houston,372
2024-08-17,Power Supply,Components,4,107,428,Phoenix,268
2024-08-17,Web Camera,Peripherals,5,68,340,San Diego,225
2024-08-17,Case,Components,3,145,435,Los Angeles,297
2024-08-17,Processor,Components,7,628,4396,New York,2814
2024-08-17,USB drive,Equipment,2,55,110,San Diego,70
2024-08-17,Mouse,Peripherals,9,54,486,San Antonio,315
2024-08-17,Motherboard,Components,7,193,1351,New York,847
2024-08-17,Hard disc,Equipment,2,86,172,Phoenix,114
2024-08-18,Laptop,Computers,3,1154,3462,Chicago,2235
2024-08-18,Motherboard,Components,4,344,1376,Phoenix,896
2024-08-18,Motherboard,Components,8,452,3616,Philadelphia,2384
2024-08-18,Monitor,Components,5,188,940,Philadelphia,570
2024-08-18,Keyboard,Peripherals,1,192,192,Los Angeles,132
2024-08-18,Case,Components,6,95,570,Chicago,390
2024-08-19,Hard disc,Equipment,5,217,1085,Philadelphia,650
2024-08-19,Laptop,Computers,3,1839,5517,San Diego,3357
2024-08-19,Mouse,Peripherals,9,103,927,New York,576
2024-08-19,Processor,Components,5,216,1080,Phoenix,755
2024-08-19,Graphic Card,Components,2,1213,2426,Los Angeles,1650
2024-08-19,RAM memory,Components,9,105,945,New York,576
2024-08-20,Hard disc,Equipment,3,184,552,San Antonio,363
2024-08-20,Motherboard,Components,7,426,2982,San Diego,1806
2024-08-20,SSD,Equipment,7,299,2093,Chicago,1295
2024-08-21,Mouse,Peripherals,1,150,150,Philadelphia,104
2024-08-21,USB drive,Equipment,10,61,610,Chicago,380
2024-08-21,Mouse,Peripherals,7,82,574,New York,343
2024-08-21,Graphic Card,Components,7,438,3066,Chicago,1848
2024-08-21,Hard disc,Equipment,7,162,1134,San Diego,756
2024-08-22,Power Supply,Components,9,122,1098,Los Angeles,657
2024-08-22,Mouse,Peripherals,9,24,216,San Diego,126
2024-08-23,Mouse,Peripherals,6,126,756,Chicago,462
2024-08-23,Headphones,Peripherals,7,95,665,Philadelphia,406
2024-08-23,SSD,Equipment,9,477,4293,New York,2637
2024-08-23,SSD,Equipment,9,248,2232,San Antonio,1485
2024-08-23,SSD,Equipment,6,256,1536,Phoenix,942
2024-08-23,Motherboard,Components,7,374,2618,San Antonio,1575
2024-08-24,RAM memory,Components,10,223,2230,Phoenix,1440
2024-08-24,USB drive,Equipment,2,45,90,San Diego,58
2024-08-24,RAM memory,Components,10,188,1880,Philadelphia,1160
2024-08-24,RAM memory,Components,9,171,1539,San Antonio,945
2024-08-24,Monitor,Components,1,468,468,Phoenix,295
2024-08-24,Headphones,Peripherals,3,65,195,Houston,120
2024-08-24,RAM memory,Components,3,276,828,Los Angeles,531
2024-08-25,Web Camera,Peripherals,2,58,116,New York,68
2024-08-25,SSD,Equipment,10,180,1800,Houston,1210
2024-08-25,Motherboard,Components,7,199,1393,Phoenix,945
2024-08-25,SSD,Equipment,9,478,4302,Phoenix,2745
2024-08-25,Power Supply,Components,8,74,592,Phoenix,384
2024-08-25,Graphic Card,Components,10,868,8680,Los Angeles,5700
2024-08-25,Laptop,Computers,6,1273,7638,Philadelphia,5016
2024-08-25,Case,Components,10,131,1310,Houston,910
2024-08-26,SSD,Equipment,1,482,482,San Antonio,312
2024-08-26,SSD,Equipment,10,270,2700,Phoenix,1680
2024-08-26,SSD,Equipment,3,143,429,New York,273
2024-08-27,Processor,Components,4,830,3320,Los Angeles,2192
2024-08-27,Processor,Components,6,580,3480,Chicago,2184
2024-08-27,Monitor,Components,1,714,714,San Diego,447
2024-08-27,Hard disc,Equipment,10,223,2230,San Antonio,1430
2024-08-27,Case,Components,4,142,568,Phoenix,364
2024-08-27,SSD,Equipment,3,131,393,Chicago,255
2024-08-27,USB drive,Equipment,10,46,460,Los Angeles,280
2024-08-27,Keyboard,Peripherals,7,127,889,San Diego,581
2024-08-28,Web Camera,Peripherals,8,190,1520,Chicago,984
2024-08-28,Graphic Card,Components,8,1455,11640,Phoenix,7488
2024-08-28,Monitor,Components,8,421,3368,New York,2120
2024-08-28,Web Camera,Peripherals,5,82,410,San Antonio,275
2024-08-28,USB drive,Equipment,5,23,115,San Diego,80
2024-08-28,Hard disc,Equipment,8,121,968,San Antonio,576
2024-08-28,Laptop,Computers,6,1662,9972,Houston,6540
2024-08-29,SSD,Equipment,4,200,800,San Antonio,520
2024-08-29,Motherboard,Components,5,500,2500,San Antonio,1690
2024-08-29,Graphic Card,Components,3,650,1950,Philadelphia,1296
2024-08-29,Motherboard,Components,7,401,2807,Phoenix,1939
2024-08-29,SSD,Equipment,3,429,1287,New York,870
2024-08-29,Mouse,Peripherals,2,98,196,Chicago,118
2024-08-30,Monitor,Components,2,294,588,San Diego,376
2024-08-30,Laptop,Computers,3,1548,4644,Phoenix,2862
2024-08-30,Power Supply,Components,1,179,179,Chicago,115
2024-08-30,Keyboard,Peripherals,8,156,1248,Philadelphia,816
2024-08-30,Power Supply,Components,5,142,710,Houston,455
2024-08-30,USB drive,Equipment,2,22,44,New York,26
2024-08-30,Web Camera,Peripherals,9,180,1620,Phoenix,1053
2024-08-31,Laptop,Computers,9,1182,10638,Philadelphia,7335
2024-08-31,Processor,Components,7,527,3689,Chicago,2373
2024-08-31,Laptop,Computers,1,1740,1740,San Antonio,1166
2024-08-31,Graphic Card,Components,4,1237,4948,Phoenix,3020
2024-08-31,Laptop,Computers,2,1838,3676,New York,2512
2024-08-31,Web Camera,Peripherals,8,199,1592,Houston,952
2024-08-31,Power Supply,Components,3,57,171,Chicago,105
2024-08-31,Laptop,Computers,3,803,2409,New York,1569
2024-09-01,Processor,Components,5,238,1190,San Antonio,800
2024-09-01,Laptop,Computers,3,881,2643,Philadelphia,1788
2024-09-01,Web Camera,Peripherals,4,178,712,Philadelphia,488
2024-09-01,Mouse,Peripherals,8,131,1048,Los Angeles,664
2024-09-01,USB drive,Equipment,3,92,276,San Diego,171
2024-09-02,Laptop,Computers,2,596,1192,Chicago,768
2024-09-02,Mouse,Peripherals,6,29,174,San Antonio,108
2024-09-02,Power Supply,Components,8,159,1272,New York,880
2024-09-02,Keyboard,Peripherals,6,34,204,Los Angeles,132
2024-09-02,Hard disc,Equipment,10,274,2740,Phoenix,1770
2024-09-03,RAM memory,Components,9,100,900,Chicago,621
2024-09-03,USB drive,Equipment,9,19,171,New York,108
2024-09-03,SSD,Equipment,3,245,735,Phoenix,510
2024-09-03,USB drive,Equipment,10,60,600,Philadelphia,390
2024-09-03,SSD,Equipment,1,205,205,Philadelphia,137
2024-09-03,SSD,Equipment,1,403,403,Houston,262
2024-09-03,Graphic Card,Components,2,905,1810,Houston,1218
2024-09-03,Laptop,Computers,10,1855,18550,Philadelphia,11680
2024-09-03,SSD,Equipment,6,168,1008,New York,672
2024-09-04,Motherboard,Components,2,231,462,San Antonio,304
2024-09-04,USB drive,Equipment,6,88,528,Chicago,348
2024-09-04,Case,Components,1,144,144,Houston,94
2024-09-04,Keyboard,Peripherals,6,56,336,Phoenix,216
2024-09-04,Processor,Components,1,450,450,San Antonio,303
2024-09-04,RAM memory,Components,9,93,837,New York,513
2024-09-05,Web Camera,Peripherals,8,54,432,Philadelphia,264
2024-09-05,RAM memory,Components,6,198,1188,San Antonio,768
2024-09-05,RAM memory,Components,10,73,730,Phoenix,470
2024-09-05,Motherboard,Components,1,466,466,Los Angeles,290
2024-09-05,USB drive,Equipment,4,15,60,Houston,40
2024-09-05,Mouse,Peripherals,3,52,156,New York,99
2024-09-05,Web Camera,Peripherals,5,178,890,Los Angeles,620
2024-09-05,Processor,Components,3,259,777,San Diego,531
2024-09-05,Graphic Card,Components,7,346,2422,Houston,1526
2024-09-06,USB drive,Equipment,2,18,36,Philadelphia,22
2024-09-06,Case,Components,8,33,264,Houston,176
2024-09-06,Keyboard,Peripherals,3,36,108,San Antonio,66
2024-09-06,RAM memory,Components,5,225,1125,San Diego,780
2024-09-06,Processor,Components,10,752,7520,San Diego,4870
2024-09-06,Graphic Card,Components,8,495,3960,Los Angeles,2616
2024-09-06,Processor,Components,1,708,708,Houston,494
2024-09-06,Case,Components,7,139,973,San Diego,588
2024-09-06,Web Camera,Peripherals,7,84,588,Philadelphia,371
2024-09-06,RAM memory,Components,6,268,1608,Philadelphia,1056
2024-09-06,Web Camera,Peripherals,10,95,950,Chicago,650
2024-09-06,USB drive,Equipment,7,18,126,Los Angeles,84
2024-09-07,Web Camera,Peripherals,10,148,1480,New York,920
2024-09-07,USB drive,Equipment,9,91,819,San Antonio,513
2024-09-07,Case,Components,7,100,700,Houston,455
2024-09-07,Case,Components,3,114,342,Los Angeles,219
2024-09-07,Motherboard,Components,2,107,214,Houston,134
2024-09-07,USB drive,Equipment,4,13,52,Houston,32
2024-09-07,Web Camera,Peripherals,7,95,665,New York,448
2024-09-08,Processor,Components,7,764,5348,San Diego,3395
2024-09-08,Motherboard,Components,6,170,1020,Houston,690
2024-09-08,RAM memory,Components,9,238,2142,New York,1350
2024-09-09,Web Camera,Peripherals,5,144,720,Chicago,500
2024-09-09,SSD,Equipment,1,476,476,San Antonio,317
2024-09-09,Power Supply,Components,5,192,960,Chicago,575
2024-09-10,Graphic Card,Components,3,1340,4020,Los Angeles,2451
2024-09-10,Case,Components,9,49,441,New York,270
2024-09-10,Graphic Card,Components,6,768,4608,New York,3186
2024-09-10,Hard disc,Equipment,2,204,408,New York,246
2024-09-10,Laptop,Computers,9,784,7056,Houston,4536
2024-09-10,Power Supply,Components,6,90,540,Los Angeles,336
2024-09-10,Motherboard,Components,3,357,1071,San Antonio,657
2024-09-10,Case,Components,2,96,192,Houston,116
2024-09-10,Motherboard,Components,10,370,3700,Los Angeles,2370
2024-09-11,Laptop,Computers,10,730,7300,Philadelphia,5060
2024-09-11,Motherboard,Components,4,369,1476,San Diego,932
2024-09-11,SSD,Equipment,1,449,449,San Antonio,270
2024-09-11,Keyboard,Peripherals,1,197,197,Chicago,125
2024-09-11,Case,Components,9,55,495,Houston,333
2024-09-11,Processor,Components,2,392,784,San Antonio,504
2024-09-11,USB drive,Equipment,3,96,288,New York,180
2024-09-11,Case,Components,7,119,833,San Antonio,553
2024-09-11,Motherboard,Components,10,404,4040,Philadelphia,2580
2024-09-11,USB drive,Equipment,7,33,231,Los Angeles,154
2024-09-11,Keyboard,Peripherals,8,124,992,Los Angeles,632
2024-09-12,Power Supply,Components,1,179,179,Los Angeles,113
2024-09-12,Headphones,Peripherals,4,61,244,Houston,144
2024-09-12,Graphic Card,Components,10,772,7720,Houston,5090
2024-09-12,Motherboard,Components,2,218,436,Chicago,290
2024-09-12,Monitor,Components,5,442,2210,Houston,1450
2024-09-12,SSD,Equipment,8,407,3256,Los Angeles,2024
2024-09-12,Web Camera,Peripherals,9,151,1359,Phoenix,909
2024-09-13,Monitor,Components,6,297,1782,San Antonio,1194
2024-09-13,Motherboard,Components,6,271,1626,Philadelphia,1134
2024-09-13,Processor,Components,9,931,8379,San Diego,5040
2024-09-13,Hard disc,Equipment,9,183,1647,Phoenix,1053
2024-09-13,Keyboard,Peripherals,6,250,1500,Philadelphia,1002
2024-09-13,Motherboard,Components,9,311,2799,San Antonio,1746
2024-09-13,USB drive,Equipment,3,66,198,San Antonio,135
2024-09-13,Headphones,Peripherals,1,381,381,San Diego,239
2024-09-13,Case,Components,5,144,720,Chicago,460
2024-09-13,Hard disc,Equipment,3,222,666,Houston,459
2024-09-14,Monitor,Components,7,637,4459,Philadelphia,3052
2024-09-14,RAM memory,Components,7,234,1638,New York,1029
2024-09-14,Laptop,Computers,8,1178,9424,Los Angeles,6424
2024-09-14,Case,Components,8,60,480,San Diego,296
2024-09-14,Headphones,Peripherals,6,150,900,Phoenix,564
2024-09-14,Power Supply,Components,4,74,296,Houston,184
2024-09-15,Monitor,Components,6,673,4038,Philadelphia,2706
2024-09-15,Case,Components,5,33,165,Phoenix,100
2024-09-15,Motherboard,Components,2,432,864,San Diego,534
2024-09-16,USB drive,Equipment,3,92,276,Chicago,177
2024-09-16,Hard disc,Equipment,4,295,1180,Phoenix,736
2024-09-16,Monitor,Components,2,800,1600,Phoenix,1090
2024-09-16,Hard disc,Equipment,7,253,1771,Phoenix,1057
2024-09-16,SSD,Equipment,9,402,3618,Los Angeles,2187
2024-09-16,Laptop,Computers,6,1703,10218,Los Angeles,6252
2024-09-17,Power Supply,Components,1,169,169,Phoenix,104
2024-09-17,SSD,Equipment,4,147,588,New York,396
2024-09-17,Laptop,Computers,6,1176,7056,New York,4800
2024-09-17,Headphones,Peripherals,8,169,1352,Phoenix,880
2024-09-17,Case,Components,5,72,360,Los Angeles,225
2024-09-17,Monitor,Components,10,205,2050,Chicago,1390
2024-09-18,USB drive,Equipment,6,46,276,San Antonio,174
2024-09-18,Mouse,Peripherals,7,82,574,Houston,385
2024-09-18,Power Supply,Components,6,197,1182,Chicago,804
2024-09-18,Headphones,Peripherals,8,152,1216,Los Angeles,744
2024-09-18,Web Camera,Peripherals,1,62,62,San Antonio,43
2024-09-18,Laptop,Computers,2,1670,3340,Los Angeles,2246
2024-09-18,Case,Components,2,38,76,San Diego,46
2024-09-18,Motherboard,Components,6,197,1182,San Diego,798
2024-09-19,Laptop,Computers,6,1595,9570,San Diego,6486
2024-09-19,Case,Components,3,132,396,Phoenix,267
2024-09-19,Hard disc,Equipment,6,209,1254,Philadelphia,792
2024-09-19,Mouse,Peripherals,7,136,952,Philadelphia,623
2024-09-19,Power Supply,Components,9,159,1431,San Diego,972
2024-09-19,Case,Components,6,150,900,San Antonio,576
2024-09-19,Headphones,Peripherals,3,83,249,Phoenix,159
2024-09-19,Power Supply,Components,5,97,485,Houston,315
2024-09-19,Power Supply,Components,5,182,910,Chicago,570
2024-09-20,Power Supply,Components,10,118,1180,San Diego,790
2024-09-20,Laptop,Computers,7,781,5467,San Antonio,3815
2024-09-20,Mouse,Peripherals,9,125,1125,Houston,756
2024-09-20,SSD,Equipment,8,471,3768,Philadelphia,2360
2024-09-20,Keyboard,Peripherals,8,89,712,Phoenix,464
2024-09-20,USB drive,Equipment,10,40,400,San Diego,260
2024-09-20,Processor,Components,9,493,4437,New York,2970
2024-09-21,Case,Components,6,102,612,Chicago,402
2024-09-21,USB drive,Equipment,5,91,455,New York,315
2024-09-21,Motherboard,Components,7,111,777,Phoenix,504
2024-09-21,Mouse,Peripherals,4,77,308,Phoenix,192
2024-09-21,Keyboard,Peripherals,1,122,122,New York,76
2024-09-21,Mouse,Peripherals,8,37,296,New York,176
2024-09-21,Graphic Card,Components,2,574,1148,Houston,724
2024-09-22,Graphic Card,Components,8,700,5600,Philadelphia,3472
2024-09-22,RAM memory,Components,10,259,2590,Philadelphia,1800
2024-09-22,Hard disc,Equipment,3,83,249,San Antonio,171
2024-09-22,Graphic Card,Components,3,1114,3342,Phoenix,2103
2024-09-22,Headphones,Peripherals,7,218,1526,San Diego,938
2024-09-23,Case,Components,9,77,693,Phoenix,423
2024-09-23,Headphones,Peripherals,9,70,630,Phoenix,423
2024-09-23,Motherboard,Components,8,122,976,New York,592
2024-09-23,Web Camera,Peripherals,5,135,675,Los Angeles,460
2024-09-23,RAM memory,Components,6,267,1602,Phoenix,1032
2024-09-23,SSD,Equipment,4,275,1100,New York,700
2024-09-24,Power Supply,Components,4,164,656,Philadelphia,416
2024-09-24,Graphic Card,Components,6,799,4794,San Antonio,3150
2024-09-24,Web Camera,Peripherals,9,132,1188,Philadelphia,792
2024-09-24,Web Camera,Peripherals,1,184,184,Los Angeles,113
2024-09-24,Mouse,Peripherals,3,137,411,Philadelphia,270
2024-09-24,Processor,Components,10,845,8450,Los Angeles,5780
2024-09-24,Web Camera,Peripherals,4,145,580,San Antonio,384
2024-09-24,Laptop,Computers,7,518,3626,Philadelphia,2366
2024-09-25,Web Camera,Peripherals,3,77,231,Los Angeles,141
2024-09-25,Graphic Card,Components,8,836,6688,Los Angeles,4568
2024-09-25,RAM memory,Components,3,235,705,Philadelphia,486
2024-09-25,SSD,Equipment,10,467,4670,Houston,2820
2024-09-25,Laptop,Computers,4,1936,7744,New York,5148
2024-09-25,Monitor,Components,3,774,2322,Los Angeles,1536
2024-09-25,Web Camera,Peripherals,9,179,1611,Houston,999
2024-09-25,Case,Components,3,121,363,Chicago,237
2024-09-26,Web Camera,Peripherals,8,195,1560,Los Angeles,936
2024-09-26,SSD,Equipment,5,497,2485,San Antonio,1575
2024-09-26,Processor,Components,4,709,2836,Chicago,1960
2024-09-26,Mouse,Peripherals,1,75,75,Los Angeles,52
2024-09-26,Motherboard,Components,10,470,4700,Philadelphia,3030
2024-09-27,Processor,Components,1,958,958,New York,650
2024-09-27,Processor,Components,8,992,7936,Los Angeles,5224
2024-09-27,Graphic Card,Components,1,804,804,Los Angeles,505
2024-09-27,Hard disc,Equipment,3,112,336,New York,204
2024-09-27,RAM memory,Components,3,286,858,Chicago,594
2024-09-27,Web Camera,Peripherals,4,130,520,Phoenix,352
2024-09-28,RAM memory,Components,10,202,2020,Houston,1350
2024-09-28,Monitor,Components,5,238,1190,Chicago,790
2024-09-28,Monitor,Components,9,420,3780,New York,2376
2024-09-28,USB drive,Equipment,7,17,119,San Antonio,77
2024-09-28,Web Camera,Peripherals,1,56,56,San Diego,35
2024-09-28,Headphones,Peripherals,2,240,480,Chicago,326
2024-09-28,Hard disc,Equipment,10,129,1290,Chicago,780
2024-09-28,Graphic Card,Components,2,456,912,San Diego,606
2024-09-29,Case,Components,7,48,336,Phoenix,217
2024-09-29,RAM memory,Components,3,227,681,New York,456
2024-09-29,Monitor,Components,8,527,4216,San Diego,2776
2024-09-29,Headphones,Peripherals,9,367,3303,New York,2106
2024-09-29,Motherboard,Components,2,400,800,San Antonio,490
2024-09-29,SSD,Equipment,10,91,910,Chicago,630
2024-09-29,Web Camera,Peripherals,6,89,534,San Antonio,348
2024-09-30,Headphones,Peripherals,8,289,2312,Chicago,1576
2024-09-30,SSD,Equipment,1,410,410,Philadelphia,273
2024-09-30,Laptop,Computers,5,1377,6885,San Diego,4685
2024-09-30,Motherboard,Components,4,104,416,Chicago,252
2024-09-30,Graphic Card,Components,7,1335,9345,Chicago,6069
2024-09-30,RAM memory,Components,8,295,2360,Houston,1632
2024-09-30,Headphones,Peripherals,10,248,2480,Houston,1530
2024-09-30,Processor,Components,9,470,4230,Philadelphia,2601
2024-09-30,Motherboard,Components,5,274,1370,Chicago,950
2024-09-30,Keyboard,Peripherals,8,41,328,Houston,224
2024-10-01,Web Camera,Peripherals,10,160,1600,New York,1020
2024-10-01,Graphic Card,Components,7,907,6349,San Diego,4333
2024-10-01,Case,Components,4,72,288,Phoenix,196
